year,mfr,division,carline,mfrid,index,displ,cyl,trans,citympg,highwaympg,combmpg,aspir,trans2,gears,drivesys,fuel,class,car_truck,fe_rating,ghg_rating,smog_rating
2015,Jaguar Land Rover L,Jaguar,XK,JLX,101,5,8,Auto(S6),16,24,19,NA,SA,6,R,GP,Minicompact Cars,car,4,4,5
2015,Jaguar Land Rover L,Jaguar,XK,JLX,103,5,8,Auto(S6),15,22,18,SC,SA,6,R,GP,Minicompact Cars,car,4,4,5
2015,Jaguar Land Rover L,Jaguar,XK Convertible,JLX,104,5,8,Auto(S6),15,22,17,SC,SA,6,R,GP,Minicompact Cars,car,4,4,5
2015,Jaguar Land Rover L,Jaguar,XK Convertible,JLX,102,5,8,Auto(S6),16,22,18,NA,SA,6,R,GP,Minicompact Cars,car,4,4,5
2015,BMW,Mini,Mini Cooper Convertible,BMX,36,1.6,4,Auto(S6),26,34,29,NA,SA,6,F,GP,Minicompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper Convertible,BMX,37,1.6,4,Manual(M6),27,34,30,NA,M,6,F,GP,Minicompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper S Convertible,BMX,58,1.6,4,Auto(S6),25,34,28,TC,SA,6,F,GP,Minicompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper S Convertible,BMX,59,1.6,4,Manual(M6),26,35,29,TC,M,6,F,GP,Minicompact Cars,car,7,7,5
2015,BMW,Mini,Mini John Cooper Works Conv.,BMX,78,1.6,4,Auto(S6),25,34,28,TC,SA,6,F,GP,Minicompact Cars,car,7,7,5
2015,BMW,Mini,Mini John Cooper Works Conv.,BMX,79,1.6,4,Manual(M6),26,35,29,TC,M,6,F,GP,Minicompact Cars,car,7,7,5
2015,Porsche,Porsche,911 Carrera,PRX,102,3.4,6,Auto(AM-S7),20,28,23,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera,PRX,101,3.4,6,Manual(M7),19,27,22,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4,PRX,110,3.4,6,Auto(AM-S7),20,28,23,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4,PRX,109,3.4,6,Manual(M7),19,27,22,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,112,3.4,6,Auto(AM-S7),20,27,22,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 Cabriolet,PRX,111,3.4,6,Manual(M7),19,26,22,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 GTS,PRX,126,3.8,6,Auto(AM-S7),19,26,21,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 GTS,PRX,125,3.8,6,Manual(M7),18,26,21,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,128,3.8,6,Auto(AM-S7),18,25,21,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4 GTS Cabriolet,PRX,127,3.8,6,Manual(M7),18,25,20,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4S,PRX,114,3.8,6,Auto(AM-S7),19,26,22,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4S,PRX,113,3.8,6,Manual(M7),18,26,21,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,116,3.8,6,Auto(AM-S7),19,26,21,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera 4S Cabriolet,PRX,115,3.8,6,Manual(M7),18,26,21,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera Cabriolet,PRX,104,3.4,6,Auto(AM-S7),21,28,23,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera Cabriolet,PRX,103,3.4,6,Manual(M7),19,27,22,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera GTS,PRX,122,3.8,6,Auto(AM-S7),19,26,21,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera GTS,PRX,121,3.8,6,Manual(M7),18,26,21,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera GTS Cabriolet,PRX,124,3.8,6,Auto(AM-S7),19,26,21,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera GTS Cabriolet,PRX,123,3.8,6,Manual(M7),18,25,20,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera S,PRX,106,3.8,6,Auto(AM-S7),19,27,22,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera S,PRX,105,3.8,6,Manual(M7),19,27,22,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera S Cabriolet,PRX,108,3.8,6,Auto(AM-S7),19,27,22,NA,AMS,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Carrera S Cabriolet,PRX,107,3.8,6,Manual(M7),19,27,22,NA,M,7,R,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Targa 4,PRX,542,3.4,6,Auto(AM-S7),19,26,22,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Targa 4,PRX,540,3.4,6,Manual(M7),18,26,21,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Targa 4S,PRX,544,3.8,6,Auto(AM-S7),18,25,21,NA,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Targa 4S,PRX,543,3.8,6,Manual(M7),18,26,21,NA,M,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Turbo,PRX,521,3.8,6,Auto(AM-S7),17,24,20,TC,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Porsche,Porsche,911 Turbo S,PRX,523,3.8,6,Auto(AM-S7),17,24,20,TC,AMS,7,4,GP,Minicompact Cars,car,5,5,5
2015,Toyota,SCION,FR-S,TYX,147,2,4,Auto(S6),25,34,28,NA,SA,6,R,GPR,Minicompact Cars,car,7,7,5
2015,Toyota,SCION,FR-S,TYX,146,2,4,Manual(M6),22,30,25,NA,M,6,R,GPR,Minicompact Cars,car,6,6,5
2015,Toyota,SCION,iQ,TYX,48,1.3,4,Auto(AV),36,37,37,NA,CVT,1,F,G,Minicompact Cars,car,9,9,5
2015,Subaru,Subaru,BRZ,FJX,2,2,4,Auto(S6),25,34,28,NA,SA,6,R,GPR,Minicompact Cars,car,7,7,5
2015,Subaru,Subaru,BRZ,FJX,1,2,4,Manual(M6),22,30,25,NA,M,6,R,GPR,Minicompact Cars,car,6,6,5
2015,aston martin,Aston Martin Lagonda Ltd,Rapide S,ASX,10,6,12,Auto(S8),14,22,17,NA,SA,8,R,GP,Subcompact Cars,car,4,4,5
2015,Volkswagen Group of,Audi,A3,VGA,7,1.8,4,Auto(AM-S6),23,33,27,TC,AMS,6,F,GP,Subcompact Cars,car,7,7,9
2015,Volkswagen Group of,Audi,A3,VGA,101,2,4,Auto(AM-S6),31,43,36,TC,AMS,6,F,DU,Subcompact Cars,car,8,8,3
2015,Volkswagen Group of,Audi,A3 Cabriolet,VGA,6,1.8,4,Auto(AM-S6),24,35,28,TC,AMS,6,F,GP,Subcompact Cars,car,7,7,9
2015,Volkswagen Group of,Audi,A3 Cabriolet quattro,VGA,5,2,4,Auto(AM-S6),23,32,26,TC,AMS,6,A,GP,Subcompact Cars,car,6,6,9
2015,Volkswagen Group of,Audi,A3 quattro,VGA,4,2,4,Auto(AM-S6),24,33,27,TC,AMS,6,A,GP,Subcompact Cars,car,7,7,9
2015,Volkswagen Group of,Audi,A5 Cabriolet quattro,VGA,66,2,4,Auto(S8),21,29,24,TC,SA,8,A,GP,Subcompact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,A5 quattro,VGA,65,2,4,Auto(S8),21,30,25,TC,SA,8,A,GP,Subcompact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,A5 quattro,VGA,50,2,4,Manual(M6),22,32,26,TC,M,6,A,GP,Subcompact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,RS5,VGA,30,4.2,8,Auto(AM-S7),16,23,18,NA,AMS,7,A,GP,Subcompact Cars,car,4,4,5
2015,Volkswagen Group of,Audi,RS5 Cabriolet,VGA,31,4.2,8,Auto(AM-S7),16,22,18,NA,AMS,7,A,GP,Subcompact Cars,car,4,4,5
2015,Volkswagen Group of,Audi,S3,VGA,42,2,4,Auto(AM-S6),23,31,26,TC,AMS,6,A,GP,Subcompact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,S5,VGA,74,3,6,Auto(AM-S7),18,28,21,SC,AMS,7,A,GP,Subcompact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,S5,VGA,77,3,6,Manual(M6),17,26,20,SC,M,6,A,GP,Subcompact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,S5 Cabriolet,VGA,75,3,6,Auto(AM-S7),18,26,21,SC,AMS,7,A,GP,Subcompact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,TT Coupe quattro,VGA,2,2,4,Auto(AM-S6),22,31,26,TC,AMS,6,A,GP,Subcompact Cars,car,6,6,5
2015,Volkswagen Group of,Bentley,Continental GT Convertible,VGA,22,4,8,Auto(S8),14,24,17,TC,SA,8,A,GP,Subcompact Cars,car,4,4,5
2015,Volkswagen Group of,Bentley,Continental GT Convertible,VGA,45,6,12,Auto(S8),12,20,15,TC,SA,8,A,GP,Subcompact Cars,car,3,3,5
2015,BMW,BMW,228i,BMX,200,2,4,Auto(S8),23,36,28,TC,SA,8,R,GP,Subcompact Cars,car,7,7,5
2015,BMW,BMW,228i,BMX,201,2,4,Manual(M6),22,34,26,TC,M,6,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,228i Convertible,BMX,204,2,4,Auto(S8),23,34,27,TC,SA,8,R,GP,Subcompact Cars,car,7,7,5
2015,BMW,BMW,228i xDrive,BMX,202,2,4,Auto(S8),23,35,27,TC,SA,8,A,GP,Subcompact Cars,car,7,7,5
2015,BMW,BMW,228i xDrive Convertible,BMX,206,2,4,Auto(S8),22,33,26,TC,SA,8,A,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,428i Convertible,BMX,404,2,4,Auto(S8),23,34,27,TC,SA,8,R,GP,Subcompact Cars,car,7,7,5
2015,BMW,BMW,428i xDrive Convertible,BMX,406,2,4,Auto(S8),21,33,25,TC,SA,8,A,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,435i Convertible,BMX,414,3,6,Auto(S8),20,31,24,TC,SA,8,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,435i xDrive Convertible,BMX,416,3,6,Auto(S8),20,29,23,TC,SA,8,A,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,640i Convertible,BMX,641,3,6,Auto(S8),20,31,24,TC,SA,8,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,640i Coupe,BMX,640,3,6,Auto(S8),21,32,25,TC,SA,8,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,640i xDrive Convertible,BMX,645,3,6,Auto(S8),20,29,23,TC,SA,8,A,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,640i xDrive Coupe,BMX,643,3,6,Auto(S8),20,29,23,TC,SA,8,A,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,650i Convertible,BMX,654,4.4,8,Auto(S8),17,25,20,TC,SA,8,R,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,650i Coupe,BMX,650,4.4,8,Auto(S8),17,25,20,TC,SA,8,R,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,650i xDrive Convertible,BMX,656,4.4,8,Auto(S8),16,24,19,TC,SA,8,A,GP,Subcompact Cars,car,4,4,5
2015,BMW,BMW,650i xDrive Coupe,BMX,652,4.4,8,Auto(S8),16,25,19,TC,SA,8,A,GP,Subcompact Cars,car,4,4,5
2015,BMW,BMW,M235i,BMX,235,3,6,Auto(S8),21,32,25,TC,SA,8,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,M235i,BMX,236,3,6,Manual(M6),19,28,22,TC,M,6,R,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,M235i Convertible,BMX,238,3,6,Auto(S8),21,32,25,TC,SA,8,R,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,M235i Convertible,BMX,239,3,6,Manual(M6),19,26,22,TC,M,6,R,GP,Subcompact Cars,car,5,5,5
2015,BMW,BMW,M235i xDrive,BMX,237,3,6,Auto(S8),20,30,24,TC,SA,8,A,GP,Subcompact Cars,car,6,6,5
2015,BMW,BMW,M4 Convertible,BMX,483,3,6,Auto(AM-S7),17,24,19,TC,AMS,7,R,GP,Subcompact Cars,car,4,4,5
2015,BMW,BMW,M4 Convertible,BMX,482,3,6,Manual(M6),17,26,20,TC,M,6,R,GPR,Subcompact Cars,car,5,5,5
2015,BMW,BMW,M6 Convertible,BMX,663,4.4,8,Auto(AM-S7),14,20,16,TC,AMS,7,R,GP,Subcompact Cars,car,3,3,5
2015,BMW,BMW,M6 Convertible,BMX,662,4.4,8,Manual(M6),15,22,17,TC,M,6,R,GP,Subcompact Cars,car,4,4,5
2015,BMW,BMW,M6 Coupe,BMX,661,4.4,8,Auto(AM-S7),14,20,16,TC,AMS,7,R,GP,Subcompact Cars,car,3,3,5
2015,BMW,BMW,M6 Coupe,BMX,660,4.4,8,Manual(M6),15,22,17,TC,M,6,R,GP,Subcompact Cars,car,4,4,5
2015,General Motors,Chevrolet,SPARK,GMX,56,1.2,4,Auto(AV),30,39,34,NA,CVT,1,F,G,Subcompact Cars,car,8,8,6
2015,General Motors,Chevrolet,SPARK,GMX,57,1.2,4,Manual(M5),31,39,34,NA,M,5,F,G,Subcompact Cars,car,8,8,6
2015,Ford Motor Company,Ford,Fiesta FWD,FMX,82,1.6,4,Auto(AM6),27,37,31,NA,AM,6,F,G,Subcompact Cars,car,8,8,6
2015,Ford Motor Company,Ford,Fiesta FWD,FMX,83,1.6,4,Manual(M5),28,36,31,NA,M,5,F,G,Subcompact Cars,car,8,8,6
2015,Ford Motor Company,Ford,Fiesta SFE FWD,FMX,86,1,3,Manual(M5),31,43,36,TC,M,5,F,G,Subcompact Cars,car,8,8,6
2015,Ford Motor Company,Ford,Fiesta SFE FWD,FMX,84,1.6,4,Auto(AM6),28,38,32,NA,AM,6,F,G,Subcompact Cars,car,8,8,6
2015,Ford Motor Company,Ford,MUSTANG,FMX,50,2.3,4,Auto(S6),21,32,25,TC,SA,6,R,G,Subcompact Cars,car,6,6,6
2015,Ford Motor Company,Ford,MUSTANG,FMX,49,2.3,4,Manual(M6),22,31,26,TC,M,6,R,G,Subcompact Cars,car,6,6,6
2015,Ford Motor Company,Ford,MUSTANG,FMX,47,3.7,6,Auto(A6),19,28,22,NA,A,6,R,G,Subcompact Cars,car,5,5,5
2015,Ford Motor Company,Ford,MUSTANG,FMX,46,3.7,6,Manual(M6),17,28,21,NA,M,6,R,G,Subcompact Cars,car,5,5,5
2015,Ford Motor Company,Ford,MUSTANG,FMX,105,5,8,Auto(A6),16,25,19,NA,A,6,R,G,Subcompact Cars,car,4,4,5
2015,Ford Motor Company,Ford,MUSTANG,FMX,48,5,8,Manual(M6),15,25,19,NA,M,6,R,G,Subcompact Cars,car,4,4,5
2015,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,249,2.3,4,Auto(S6),20,30,24,TC,SA,6,R,G,Subcompact Cars,car,6,6,6
2015,Ford Motor Company,Ford,MUSTANG CONVERTIBLE,FMX,52,5,8,Auto(S6),15,24,18,NA,SA,6,R,G,Subcompact Cars,car,4,4,5
2015,Hyundai,HYUNDAI MOTOR COMPANY,Genesis Coupe,HYX,11,3.8,6,Auto(S8),16,25,19,NA,SA,8,R,GP,Subcompact Cars,car,4,4,5
2015,Hyundai,HYUNDAI MOTOR COMPANY,Genesis Coupe,HYX,12,3.8,6,Manual(M6),16,24,19,NA,M,6,R,GP,Subcompact Cars,car,4,4,5
2015,Nissan,INFINITI,Q60,NSX,73,3.7,6,Auto(S7),19,27,22,NA,SA,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Nissan,INFINITI,Q60,NSX,72,3.7,6,Manual(M6),17,25,20,NA,M,6,R,GPR,Subcompact Cars,car,5,5,5
2015,Nissan,INFINITI,Q60 AWD,NSX,74,3.7,6,Auto(S7),18,25,20,NA,SA,7,A,GPR,Subcompact Cars,car,5,5,5
2015,Nissan,INFINITI,Q60 Convertible,NSX,54,3.7,6,Auto(S7),18,26,20,NA,SA,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Nissan,INFINITI,Q60 Convertible,NSX,55,3.7,6,Manual(M6),16,24,19,NA,M,6,R,GPR,Subcompact Cars,car,4,4,5
2015,Toyota,LEXUS,IS 250 C,TYX,39,2.5,6,Auto(S6),21,30,24,NA,SA,6,R,GPR,Subcompact Cars,car,6,6,5
2015,Toyota,LEXUS,IS 350 C,TYX,28,3.5,6,Auto(S6),19,27,22,NA,SA,6,R,GPR,Subcompact Cars,car,5,5,5
2015,Toyota,LEXUS,RC 350,TYX,123,3.5,6,Auto(S8),19,28,22,NA,SA,8,R,GPR,Subcompact Cars,car,5,5,5
2015,Toyota,LEXUS,RC 350 AWD,TYX,92,3.5,6,Auto(S6),19,26,21,NA,SA,6,A,GPR,Subcompact Cars,car,5,5,5
2015,Toyota,LEXUS,RC F,TYX,142,5,8,Auto(S8),16,25,19,NA,SA,8,R,GPR,Subcompact Cars,car,4,4,5
2015,Maserati,MASERATI,GRANTURISMO,MAX,21,4.7,8,Auto(A6),13,21,16,NA,A,6,R,GPR,Subcompact Cars,car,3,3,5
2015,Maserati,MASERATI,GRANTURISMO CONVERTIBLE,MAX,25,4.7,8,Auto(A6),13,20,15,NA,A,6,R,GPR,Subcompact Cars,car,3,3,5
2015,Mercedes-Benz,Mercedes-Benz,C 250 (Coupe),MBX,102,1.8,4,Auto(A7),22,31,25,TC,A,7,R,GPR,Subcompact Cars,car,6,6,5
2015,Mercedes-Benz,Mercedes-Benz,C 350 (Coupe),MBX,112,3.5,6,Auto(A7),20,28,23,NA,A,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,C 350 4MATIC (Coupe),MBX,111,3.5,6,Auto(A7),19,27,22,NA,A,7,4,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,C 63 AMG Coupe,MBX,109,6.2,8,Auto(A7),13,19,15,NA,A,7,R,GPR,Subcompact Cars,car,3,3,5
2015,Mercedes-Benz,Mercedes-Benz,E 350 (convertible),MBX,141,3.5,6,Auto(A7),20,28,23,NA,A,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,E 350 (coupe),MBX,131,3.5,6,Auto(A7),19,28,22,NA,A,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,E 400 (convertible),MBX,143,3,6,Auto(A7),20,29,24,TC,A,7,R,GPR,Subcompact Cars,car,6,6,5
2015,Mercedes-Benz,Mercedes-Benz,E 400 (coupe),MBX,134,3,6,Auto(A7),20,29,24,TC,A,7,R,GPR,Subcompact Cars,car,6,6,5
2015,Mercedes-Benz,Mercedes-Benz,E 400 4MATIC (coupe),MBX,135,3,6,Auto(A7),20,28,23,TC,A,7,4,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,E 550 (convertible),MBX,142,4.7,8,Auto(A7),17,26,20,TC,A,7,R,GPR,Subcompact Cars,car,5,5,5
2015,Mercedes-Benz,Mercedes-Benz,E 550 (coupe),MBX,132,4.7,8,Auto(A7),18,26,21,TC,A,7,R,GPR,Subcompact Cars,car,5,5,5
2015,BMW,Mini,Mini Cooper (3-doors),BMX,32,1.5,3,Auto(S6),28,37,31,TC,SA,6,F,GP,Subcompact Cars,car,8,8,5
2015,BMW,Mini,Mini Cooper (3-doors),BMX,33,1.5,3,Manual(M6),29,40,33,TC,M,6,F,GP,Subcompact Cars,car,8,8,5
2015,BMW,Mini,Mini Cooper (5-doors),BMX,34,1.5,3,Auto(S6),28,37,31,TC,SA,6,F,GP,Subcompact Cars,car,8,8,5
2015,BMW,Mini,Mini Cooper (5-doors),BMX,35,1.5,3,Manual(M6),29,40,33,TC,M,6,F,GP,Subcompact Cars,car,8,8,5
2015,BMW,Mini,Mini Cooper S (3-doors),BMX,54,2,4,Auto(S6),26,33,29,TC,SA,6,F,GP,Subcompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper S (3-doors),BMX,55,2,4,Manual(M6),24,34,27,TC,M,6,F,GP,Subcompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper S (5-doors),BMX,56,2,4,Auto(S6),26,33,29,TC,SA,6,F,GP,Subcompact Cars,car,7,7,5
2015,BMW,Mini,Mini Cooper S (5-doors),BMX,57,2,4,Manual(M6),24,34,27,TC,M,6,F,GP,Subcompact Cars,car,7,7,5
2015,BMW,Mini,MINI John Cooper Works Hardtop,BMX,80,2,4,Auto(S6),25,31,28,TC,SA,6,F,GP,Subcompact Cars,car,7,7,5
2015,BMW,Mini,MINI John Cooper Works Hardtop,BMX,81,2,4,Manual(M6),23,31,26,TC,M,6,F,GP,Subcompact Cars,car,6,6,5
2015,Nissan,NISSAN,GT-R,NSX,71,3.8,6,Auto(AM6),16,23,19,TC,AM,6,A,GPR,Subcompact Cars,car,4,4,5
2015,Volkswagen Group of,Volkswagen,Beetle Convertible,VGA,80,1.8,4,Auto(S6),24,32,27,TC,SA,6,F,G,Subcompact Cars,car,7,7,7
2015,Volkswagen Group of,Volkswagen,Beetle Convertible,VGA,82,2,4,Auto(AM-S6),23,29,25,TC,AMS,6,F,GP,Subcompact Cars,car,6,6,7
2015,Volkswagen Group of,Volkswagen,Beetle Convertible,VGA,96,2,4,Auto(AM-S6),30,40,34,TC,AMS,6,F,DU,Subcompact Cars,car,8,7,3
2015,Volkswagen Group of,Volkswagen,Beetle Convertible,VGA,84,2,4,Manual(M6),23,31,26,TC,M,6,F,GP,Subcompact Cars,car,6,6,7
2015,Volkswagen Group of,Volkswagen,Beetle Convertible,VGA,92,2,4,Manual(M6),30,40,34,TC,M,6,F,DU,Subcompact Cars,car,8,7,3
2015,Volkswagen Group of,Volkswagen,Eos,VGA,36,2,4,Auto(AM-S6),22,30,25,TC,AMS,6,F,GP,Subcompact Cars,car,6,6,5
2015,Honda,Acura,ILX,HNX,11,2,4,Auto(S5),24,35,28,NA,SA,5,F,GP,Compact Cars,car,7,7,5
2015,Honda,Acura,ILX,HNX,12,2.4,4,Manual(M6),22,31,25,NA,M,6,F,GP,Compact Cars,car,6,6,5
2015,Honda,Acura,TLX,HNX,18,2.4,4,Auto(AM8),24,35,28,NA,AM,8,F,GP,Compact Cars,car,7,7,5
2015,Honda,Acura,TLX,HNX,19,3.5,6,Auto(S9),21,34,25,NA,SA,9,F,GP,Compact Cars,car,6,6,5
2015,Honda,Acura,TLX AWD,HNX,20,3.5,6,Auto(S9),21,31,25,NA,SA,9,A,GP,Compact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,A4,VGA,46,2,4,Auto(AV-S8),24,32,27,TC,SCV,8,F,GP,Compact Cars,car,7,7,5
2015,Volkswagen Group of,Audi,A4 quattro,VGA,64,2,4,Auto(S8),21,30,25,TC,SA,8,A,GP,Compact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,A4 quattro,VGA,49,2,4,Manual(M6),22,32,26,TC,M,6,A,GP,Compact Cars,car,6,6,5
2015,Volkswagen Group of,Audi,Q3,VGA,62,2,4,Auto(S6),20,29,23,TC,SA,6,F,GP,Compact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,Q3 quattro,VGA,37,2,4,Auto(S6),20,28,23,TC,SA,6,A,GP,Compact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,S4,VGA,73,3,6,Auto(AM-S7),18,28,21,SC,AMS,7,A,GP,Compact Cars,car,5,5,5
2015,Volkswagen Group of,Audi,S4,VGA,76,3,6,Manual(M6),17,26,20,SC,M,6,A,GP,Compact Cars,car,5,5,5
2015,Volkswagen Group of,Bentley,Continental GT,VGA,24,4,8,Auto(S8),15,25,19,TC,SA,8,A,GP,Compact Cars,car,4,4,5
2015,Volkswagen Group of,Bentley,Continental GT,VGA,43,6,12,Auto(S8),12,21,15,TC,SA,8,A,GP,Compact Cars,car,3,3,5
2015,BMW,BMW,320i,BMX,320,2,4,Auto(S8),24,36,28,TC,SA,8,R,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,320i,BMX,321,2,4,Manual(M6),23,36,27,TC,M,6,R,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,320i xDrive,BMX,322,2,4,Auto(S8),23,35,27,TC,SA,8,A,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,328d,BMX,345,2,4,Auto(S8),32,45,37,TC,SA,8,R,DU,Compact Cars,car,9,8,5
2015,BMW,BMW,328d xDrive,BMX,346,2,4,Auto(S8),31,43,35,TC,SA,8,A,DU,Compact Cars,car,8,8,5
2015,BMW,BMW,328i,BMX,300,2,4,Auto(S8),23,35,27,TC,SA,8,R,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,328i,BMX,301,2,4,Manual(M6),22,34,26,TC,M,6,R,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,328i xDrive,BMX,304,2,4,Auto(S8),22,33,26,TC,SA,8,A,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,335i,BMX,335,3,6,Auto(S8),21,32,25,TC,SA,8,R,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,335i,BMX,336,3,6,Manual(M6),20,30,24,TC,M,6,R,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,335i xDrive,BMX,339,3,6,Auto(S8),20,30,24,TC,SA,8,A,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,335i xDrive,BMX,340,3,6,Manual(M6),20,28,23,TC,M,6,A,GP,Compact Cars,car,5,5,5
2015,BMW,BMW,428i Coupe,BMX,400,2,4,Auto(S8),23,35,27,TC,SA,8,R,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,428i Coupe,BMX,401,2,4,Manual(M6),22,34,26,TC,M,6,R,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,428i Gran Coupe,BMX,408,2,4,Auto(S8),23,34,27,TC,SA,8,R,GP,Compact Cars,car,7,7,5
2015,BMW,BMW,428i xDrive Coupe,BMX,402,2,4,Auto(S8),22,33,26,TC,SA,8,A,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,428i xDrive Gran Coupe,BMX,409,2,4,Auto(S8),22,32,26,TC,SA,8,A,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,435i Coupe,BMX,410,3,6,Auto(S8),21,32,25,TC,SA,8,R,GP,Compact Cars,car,6,6,5
2015,BMW,BMW,435i Coupe,BMX,411,3,6,Manual(M6),20,30,24,TC,M,6,R,GP,Compact Cars,car,6,6,5
