year,mfr,division,carline,mfrid,index,displ,cyl,trans,citympg,highwaympg,combmpg,aspir,trans2,gears,drivesys,fuel,class,car_truck,fe_rating,ghg_rating,smog_rating
2017,Porsche,Porsche,Macan Turbo Kit,PRX,323,3.6,6,Auto(AM-S7),17,23,19,TC,AMS,7,A,GP,Small SUV 4WD,0,4,4,5
2017,Subaru,Subaru,CROSSTREK,FJX,15,2,4,Auto(AV-S6),26,33,29,NA,SCV,6,A,G,Small SUV 4WD,0,7,7,7
2017,Subaru,Subaru,CROSSTREK,FJX,14,2,4,Manual(M5),23,30,26,NA,M,5,A,G,Small SUV 4WD,0,6,6,7
2017,Subaru,Subaru,FORESTER,FJX,20,2,4,Auto(AV-S8),23,27,25,TC,SCV,8,A,GP,Small SUV 4WD,0,5,5,5
2017,Subaru,Subaru,FORESTER,FJX,18,2.5,4,Auto(AV),26,32,28,NA,CVT,1,A,G,Small SUV 4WD,0,6,6,7
2017,Subaru,Subaru,FORESTER,FJX,16,2.5,4,Manual(M6),22,28,24,NA,M,6,A,G,Small SUV 4WD,0,5,5,7
2017,Subaru,Subaru,OUTBACK,FJX,19,2.5,4,Auto(AV-S6),25,32,28,NA,SCV,6,A,G,Small SUV 4WD,0,6,6,7
2017,Subaru,Subaru,OUTBACK,FJX,21,3.6,6,Auto(AV-S6),20,27,22,NA,SCV,6,A,G,Small SUV 4WD,0,5,5,6
2017,Toyota,TOYOTA,RAV4 AWD,TYX,94,2.5,4,Auto(S6),22,28,25,NA,SA,6,A,G,Small SUV 4WD,0,5,5,6
2017,Toyota,TOYOTA,RAV4 HYBRID AWD,TYX,107,2.5,4,Auto(AV-S6),34,30,32,NA,SCV,6,A,G,Small SUV 4WD,0,7,7,8
2017,Toyota,TOYOTA,RAV4 Limited AWD/SE AWD,TYX,95,2.5,4,Auto(S6),22,28,24,NA,SA,6,A,G,Small SUV 4WD,0,5,5,6
2017,Volkswagen Group of,Volkswagen,Tiguan 4Motion,VGA,20,2,4,Auto(S6),20,24,21,TC,SA,6,A,GP,Small SUV 4WD,0,4,4,6
2017,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,114,2,4,Auto(S8),20,29,23,TC,SA,8,A,G,Small SUV 4WD,0,5,5,6
2017,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,VVX,99,2,4,Auto(S8),20,27,22,TS,SA,8,A,GPR,Small SUV 4WD,0,5,5,6
2017,BMW,BMW,X5 sDrive35i,BMX,574,3,6,Auto(S8),18,25,21,TC,SA,8,R,GP,Standard SUV 2WD,0,4,4,6
2017,BMW,BMW,X6 sDrive35i,BMX,674,3,6,Auto(S8),18,25,21,TC,SA,8,R,GP,Standard SUV 2WD,0,4,4,6
2017,General Motors,Buick,ENCLAVE FWD,GMX,551,3.6,6,Auto(A6),15,22,18,NA,A,6,F,G,Standard SUV 2WD,0,3,3,5
2017,General Motors,Cadillac,ESCALADE 2WD,GMX,566,6.2,8,Auto(A8),15,22,17,NA,A,8,R,G,Standard SUV 2WD,0,3,3,5
2017,General Motors,Chevrolet,C1500 SUBURBAN 2WD,GMX,625,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,Chevrolet,C1500 SUBURBAN 2WD,GMX,598,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,Chevrolet,C1500 TAHOE 2WD,GMX,624,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,Chevrolet,C1500 TAHOE 2WD,GMX,597,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,Chevrolet,TRAVERSE FWD,GMX,552,3.6,6,Auto(A6),15,22,18,NA,A,6,F,G,Standard SUV 2WD,0,3,3,5
2017,FCA US LLC,Dodge,Durango RWD,CRX,764,3.6,6,Auto(A8),19,26,21,NA,A,8,R,G,Standard SUV 2WD,0,4,4,6
2017,FCA US LLC,Dodge,Durango RWD,CRX,503,5.7,8,Auto(A8),14,22,17,NA,A,8,R,GM,Standard SUV 2WD,0,3,3,6
2017,Ford Motor Company,Ford,Expedition 2WD,FMX,245,3.5,6,Auto(S6),15,21,18,TC,SA,6,R,G,Standard SUV 2WD,0,3,3,5
2017,Ford Motor Company,Ford,Expedition EL 2WD,FMX,249,3.5,6,Auto(S6),15,20,17,TC,SA,6,R,G,Standard SUV 2WD,0,3,3,5
2017,Ford Motor Company,Ford,EXPLORER FFV 2WD,FMX,201,3.5,6,Auto(S6),17,24,20,NA,SA,6,F,G,Standard SUV 2WD,0,4,4,5
2017,Ford Motor Company,Ford,EXPLORER FWD,FMX,197,2.3,4,Auto(S6),19,27,22,TC,SA,6,F,G,Standard SUV 2WD,0,5,5,6
2017,Ford Motor Company,Ford,EXPLORER FWD,FMX,199,3.5,6,Auto(S6),17,24,20,NA,SA,6,F,G,Standard SUV 2WD,0,4,4,5
2017,Ford Motor Company,Ford,Flex FWD,FMX,266,3.5,6,Auto(S6),16,23,19,NA,SA,6,F,G,Standard SUV 2WD,0,4,4,6
2017,General Motors,GMC,ACADIA FWD,GMX,512,2.5,4,Auto(A6),21,26,23,NA,A,6,F,G,Standard SUV 2WD,0,5,5,6
2017,General Motors,GMC,ACADIA FWD,GMX,518,3.6,6,Auto(A6),18,25,21,NA,A,6,F,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,GMC,ACADIA LIMITED FWD,GMX,553,3.6,6,Auto(A6),15,22,18,NA,A,6,F,G,Standard SUV 2WD,0,3,3,5
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,627,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,601,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,GMC,C1500 YUKON 2WD,GMX,569,6.2,8,Auto(A8),15,22,17,NA,A,8,R,G,Standard SUV 2WD,0,3,3,5
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,628,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,602,5.3,8,Auto(A6),16,23,19,NA,A,6,R,G,Standard SUV 2WD,0,4,4,5
2017,General Motors,GMC,C1500 YUKON XL 2WD,GMX,570,6.2,8,Auto(A8),15,22,17,NA,A,8,R,G,Standard SUV 2WD,0,3,3,5
2017,Nissan,INFINITI,QX60 FWD Hybrid,NSX,691,2.5,4,Auto(AV-S7),25,27,26,SC,SCV,7,F,G,Standard SUV 2WD,0,6,6,6
2017,Nissan,INFINITI,QX80 2WD,NSX,381,5.6,8,Auto(S7),14,20,16,NA,SA,7,R,GP,Standard SUV 2WD,0,2,2,6
2017,FCA US LLC,Jeep,Grand Cherokee 4X2,CRX,756,3.6,6,Auto(A8),19,26,21,NA,A,8,R,G,Standard SUV 2WD,0,4,4,6
2017,Ford Motor Company,Lincoln,MKT FWD,FMX,271,3.7,6,Auto(S6),16,24,19,NA,SA,6,F,G,Standard SUV 2WD,0,4,4,6
2017,Ford Motor Company,Lincoln,Navigator 2WD,FMX,246,3.5,6,Auto(S6),15,21,17,TC,SA,6,R,G,Standard SUV 2WD,0,3,3,5
2017,Ford Motor Company,Lincoln,Navigator L 2WD,FMX,251,3.5,6,Auto(S6),15,20,17,TC,SA,6,R,G,Standard SUV 2WD,0,3,3,3
2017,Mercedes-Benz,Mercedes-Benz,GLE 350,MBX,401,3.5,6,Auto(A7),18,23,20,NA,A,7,R,GPR,Standard SUV 2WD,0,4,4,5
2017,Nissan,NISSAN,ARMADA 2WD,NSX,282,5.6,8,Auto(S7),14,19,16,NA,SA,7,R,G,Standard SUV 2WD,0,2,2,6
2017,Toyota,TOYOTA,4RUNNER 2WD,TYX,68,4,6,Auto(S5),17,21,18,NA,SA,5,R,G,Standard SUV 2WD,0,3,3,6
2017,Toyota,TOYOTA,SEQUOIA 2WD,TYX,11,5.7,8,Auto(S6),13,17,15,NA,SA,6,R,G,Standard SUV 2WD,0,2,2,5
2017,Volvo,"Volvo Cars of North America, LLC",XC90 FWD,VVX,50,2,4,Auto(S8),22,26,24,TC,SA,8,F,GPR,Standard SUV 2WD,0,5,5,6
2017,Volkswagen Group of,Audi,Q7,VGA,6,2,4,Auto(S8),20,25,22,TC,SA,8,A,GP,Standard SUV 4WD,0,5,5,6
2017,Volkswagen Group of,Audi,Q7,VGA,1,3,6,Auto(S8),19,25,21,SC,SA,8,A,GP,Standard SUV 4WD,0,4,4,5
2017,Volkswagen Group of,Bentley,Bentayga,VGA,78,6,12,Auto(S8),12,19,15,TC,SA,8,A,GP,Standard SUV 4WD,0,2,2,6
2017,BMW,BMW,X5 M,BMX,590,4.4,8,Auto(S8),14,19,16,TC,SA,8,A,GP,Standard SUV 4WD,0,2,2,5
2017,BMW,BMW,X5 xDrive 35d,BMX,570,3,6,Auto(S8),23,29,25,TC,SA,8,A,DU,Standard SUV 4WD,0,5,5,5
2017,BMW,BMW,X5 xDrive35i,BMX,571,3,6,Auto(S8),18,24,20,TC,SA,8,A,GP,Standard SUV 4WD,0,4,4,6
2017,BMW,BMW,X5 xDrive50i,BMX,572,4.4,8,Auto(S8),15,21,17,TC,SA,8,A,GP,Standard SUV 4WD,0,3,3,6
2017,BMW,BMW,X6 M,BMX,690,4.4,8,Auto(S8),14,19,16,TC,SA,8,A,GP,Standard SUV 4WD,0,2,2,5
2017,BMW,BMW,X6 xDrive35i,BMX,671,3,6,Auto(S8),18,24,20,TC,SA,8,A,GP,Standard SUV 4WD,0,4,4,6
2017,BMW,BMW,X6 xDrive50i,BMX,672,4.4,8,Auto(S8),15,21,17,TC,SA,8,A,GP,Standard SUV 4WD,0,3,3,6
2017,General Motors,Buick,ENCLAVE AWD,GMX,559,3.6,6,Auto(A6),15,22,17,NA,A,6,A,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Cadillac,ESCALADE 4WD,GMX,572,6.2,8,Auto(A8),15,20,17,NA,A,8,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Chevrolet,K1500 SUBURBAN 4WD,GMX,633,5.3,8,Auto(A6),15,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Chevrolet,K1500 SUBURBAN 4WD,GMX,590,5.3,8,Auto(A6),15,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Chevrolet,K1500 TAHOE 4WD,GMX,632,5.3,8,Auto(A6),16,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Chevrolet,K1500 TAHOE 4WD,GMX,589,5.3,8,Auto(A6),16,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,Chevrolet,TRAVERSE AWD,GMX,560,3.6,6,Auto(A6),15,22,17,NA,A,6,A,G,Standard SUV 4WD,0,3,3,5
2017,FCA US LLC,Dodge,Durango AWD,CRX,765,3.6,6,Auto(A8),18,25,21,NA,A,8,4,G,Standard SUV 4WD,0,4,4,6
2017,FCA US LLC,Dodge,Durango AWD,CRX,504,5.7,8,Auto(A8),14,22,17,NA,A,8,A,GM,Standard SUV 4WD,0,3,3,6
2017,Ford Motor Company,Ford,Expedition 4WD,FMX,248,3.5,6,Auto(S6),15,20,17,TC,SA,6,P,G,Standard SUV 4WD,0,3,3,5
2017,Ford Motor Company,Ford,Expedition EL 4WD,FMX,250,3.5,6,Auto(S6),15,19,16,TC,SA,6,P,G,Standard SUV 4WD,0,2,2,5
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,196,2.3,4,Auto(S6),18,25,21,TC,SA,6,A,G,Standard SUV 4WD,0,4,4,6
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,202,3.5,6,Auto(S6),16,22,18,TC,SA,6,A,G,Standard SUV 4WD,0,3,3,6
2017,Ford Motor Company,Ford,EXPLORER AWD,FMX,198,3.5,6,Auto(S6),16,23,19,NA,SA,6,A,G,Standard SUV 4WD,0,4,4,5
2017,Ford Motor Company,Ford,EXPLORER FFV AWD,FMX,200,3.5,6,Auto(S6),16,23,19,NA,SA,6,A,G,Standard SUV 4WD,0,4,4,5
2017,Ford Motor Company,Ford,FLEX AWD,FMX,267,3.5,6,Auto(S6),15,21,17,TC,SA,6,A,G,Standard SUV 4WD,0,3,3,6
2017,Ford Motor Company,Ford,FLEX AWD,FMX,265,3.5,6,Auto(S6),16,22,18,NA,SA,6,A,G,Standard SUV 4WD,0,3,3,6
2017,General Motors,GMC,ACADIA AWD,GMX,513,2.5,4,Auto(A6),21,25,23,NA,A,6,A,G,Standard SUV 4WD,0,5,5,6
2017,General Motors,GMC,ACADIA AWD,GMX,527,3.6,6,Auto(A6),18,25,20,NA,A,6,A,G,Standard SUV 4WD,0,4,4,5
2017,General Motors,GMC,ACADIA LIMITED AWD,GMX,561,3.6,6,Auto(A6),15,22,17,NA,A,6,A,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,636,5.3,8,Auto(A6),16,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,594,5.3,8,Auto(A6),16,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON 4WD,GMX,575,6.2,8,Auto(A8),15,20,17,NA,A,8,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,635,5.3,8,Auto(A6),15,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,593,5.3,8,Auto(A6),15,22,18,NA,A,6,4,G,Standard SUV 4WD,0,3,3,5
2017,General Motors,GMC,K1500 YUKON XL 4WD,GMX,574,6.2,8,Auto(A8),14,20,16,NA,A,8,4,G,Standard SUV 4WD,0,2,2,5
2017,Nissan,INFINITI,QX60 AWD Hybrid,NSX,692,2.5,4,Auto(AV-S7),25,27,26,SC,SCV,7,A,G,Standard SUV 4WD,0,6,6,6
2017,Nissan,INFINITI,QX80 4WD,NSX,382,5.6,8,Auto(S7),13,19,15,NA,SA,7,4,GP,Standard SUV 4WD,0,2,2,6
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,CRX,761,3.6,6,Auto(A8),18,25,21,NA,A,8,4,G,Standard SUV 4WD,0,4,4,6
2017,FCA US LLC,Jeep,Grand Cherokee 4X4,CRX,516,5.7,8,Auto(A8),14,22,17,NA,A,8,A,GM,Standard SUV 4WD,0,3,3,6
2017,FCA US LLC,Jeep,Grand Cherokee SRT 4x4,CRX,730,6.4,8,Auto(A8),13,19,15,NA,A,8,A,GP,Standard SUV 4WD,0,2,2,5
2017,Jaguar Land Rover L,Land Rover,Discovery,JLX,62,3,6,Auto(S8),21,26,23,TC,SA,8,4,DU,Standard SUV 4WD,0,5,4,5
2017,Jaguar Land Rover L,Land Rover,Discovery,JLX,61,3,6,Auto(S8),16,21,18,SC,SA,8,4,GP,Standard SUV 4WD,0,3,3,8
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,28,3,6,Auto(S8),22,28,24,TC,SA,8,4,DU,Standard SUV 4WD,0,5,5,5
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,24,3,6,Auto(S8),17,23,19,SC,SA,8,4,GP,Standard SUV 4WD,0,4,4,8
2017,Jaguar Land Rover L,Land Rover,Range Rover,JLX,20,5,8,Auto(S8),14,19,16,SC,SA,8,4,GP,Standard SUV 4WD,0,2,2,6
2017,Jaguar Land Rover L,Land Rover,Range Rover LWB,JLX,21,5,8,Auto(S8),14,19,16,SC,SA,8,4,GP,Standard SUV 4WD,0,2,2,6
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,44,3,6,Auto(S8),22,28,24,TC,SA,8,4,DU,Standard SUV 4WD,0,5,5,5
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,42,3,6,Auto(S8),17,23,19,SC,SA,8,4,GP,Standard SUV 4WD,0,4,4,8
2017,Jaguar Land Rover L,Land Rover,Range Rover Sport,JLX,40,5,8,Auto(S8),14,19,16,SC,SA,8,4,GP,Standard SUV 4WD,0,2,2,6
2017,Toyota,LEXUS,GX 460,TYX,3,4.6,8,Auto(S6),15,18,16,NA,SA,6,4,GPR,Standard SUV 4WD,0,2,2,6
2017,Toyota,LEXUS,LX 570,TYX,38,5.7,8,Auto(S8),13,18,15,NA,SA,8,4,GPR,Standard SUV 4WD,0,2,2,5
2017,Toyota,LEXUS,RX 450h AWD,TYX,85,3.5,6,Auto(AV-S6),31,28,30,NA,SCV,6,A,GPR,Standard SUV 4WD,0,7,7,8
2017,Ford Motor Company,Lincoln,MKT AWD,FMX,268,3.5,6,Auto(S6),15,21,17,TC,SA,6,A,G,Standard SUV 4WD,0,3,3,6
2017,Ford Motor Company,Lincoln,Navigator 4WD,FMX,247,3.5,6,Auto(S6),15,20,17,TC,SA,6,P,G,Standard SUV 4WD,0,3,3,5
2017,Ford Motor Company,Lincoln,Navigator L 4WD,FMX,252,3.5,6,Auto(S6),15,19,16,TC,SA,6,P,G,Standard SUV 4WD,0,2,2,5
2017,Maserati,MASERATI,LEVANTE,MAX,41,3,8,Auto(A8),14,20,16,TC,A,8,A,GPR,Standard SUV 4WD,0,2,2,5
2017,Maserati,MASERATI,LEVANTE S,MAX,40,3,8,Auto(A8),14,19,16,TC,A,8,A,GPR,Standard SUV 4WD,0,2,2,5
2017,Mercedes-Benz,Mercedes-Benz,AMG G 63,MBX,440,5.5,8,Auto(A7),12,14,13,TC,A,7,4,GPR,Standard SUV 4WD,0,1,1,5
2017,Mercedes-Benz,Mercedes-Benz,AMG G 65,MBX,441,6,12,Auto(A7),11,13,12,TC,A,7,4,GPR,Standard SUV 4WD,0,1,1,6
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC,MBX,270,3,6,Auto(A9),17,23,20,TC,A,9,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 43 4MATIC (coupe),MBX,271,3,6,Auto(A9),17,23,20,TC,A,9,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63,MBX,406,5.5,8,Auto(A7),13,17,15,TC,A,7,4,GPR,Standard SUV 4WD,0,2,2,5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S,MBX,272,5.5,8,Auto(A7),13,17,15,TC,A,7,4,GPR,Standard SUV 4WD,0,2,2,5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLE 63 S (coupe),MBX,274,5.5,8,Auto(A7),14,18,15,TC,A,7,4,GPR,Standard SUV 4WD,0,2,2,5
2017,Mercedes-Benz,Mercedes-Benz,AMG GLS 63,MBX,424,5.5,8,Auto(A7),13,17,14,TC,A,7,4,GPR,Standard SUV 4WD,0,1,1,5
2017,Mercedes-Benz,Mercedes-Benz,G 550,MBX,435,4,8,Auto(A7),13,14,13,TC,A,7,4,GPR,Standard SUV 4WD,0,1,1,6
2017,Mercedes-Benz,Mercedes-Benz,G 550 4x4 (Special Off-Road Model),MBX,436,4,8,Auto(A7),11,11,11,TC,A,7,4,GPR,Standard SUV 4WD,0,1,1,6
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,MBX,821,3.5,6,Auto(A7),18,22,19,NA,A,7,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,MBX,402,3.5,6,Auto(A7),18,22,19,NA,A,7,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,GLE 400 4MATIC,MBX,408,3,6,Auto(A9),18,23,20,TC,A,9,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,MBX,421,3,6,Auto(A9),17,22,19,TC,A,9,4,GPR,Standard SUV 4WD,0,4,4,5
2017,Mercedes-Benz,Mercedes-Benz,GLS 550 4MATIC,MBX,423,4.7,8,Auto(A9),14,18,16,TC,A,9,4,GPR,Standard SUV 4WD,0,2,2,5
2017,Nissan,NISSAN,ARMADA 4WD,NSX,283,5.6,8,Auto(S7),13,18,15,NA,SA,7,4,G,Standard SUV 4WD,0,2,2,6
2017,Porsche,Porsche,Cayenne,PRX,401,3.6,6,Auto(S8),18,24,20,NA,SA,8,A,GP,Standard SUV 4WD,0,4,4,5
2017,Porsche,Porsche,Cayenne GTS,PRX,412,3.6,6,Auto(S8),16,23,19,TC,SA,8,A,GPR,Standard SUV 4WD,0,4,4,6
2017,Porsche,Porsche,Cayenne Platinum,PRX,402,3.6,6,Auto(S8),17,23,19,NA,SA,8,A,GP,Standard SUV 4WD,0,4,4,5
2017,Porsche,Porsche,Cayenne S,PRX,411,3.6,6,Auto(S8),17,24,20,TC,SA,8,A,GPR,Standard SUV 4WD,0,4,4,6
2017,Porsche,Porsche,Cayenne Turbo,PRX,421,4.8,8,Auto(S8),14,21,17,TC,SA,8,A,GPR,Standard SUV 4WD,0,3,3,5
2017,Porsche,Porsche,Cayenne Turbo S,PRX,422,4.8,8,Auto(S8),14,21,17,TC,SA,8,A,GPR,Standard SUV 4WD,0,3,3,5
2017,Toyota,TOYOTA,4RUNNER 4WD,TYX,69,4,6,Auto(S5),17,20,18,NA,SA,5,P,G,Standard SUV 4WD,0,3,3,6
2017,Toyota,TOYOTA,4RUNNER 4WD,TYX,207,4,6,Auto(S5),17,20,18,NA,SA,5,A,G,Standard SUV 4WD,0,3,3,6
2017,Toyota,TOYOTA,HIGHLANDER AWD,TYX,103,3.5,6,Auto(S8),20,26,22,NA,SA,8,A,G,Standard SUV 4WD,0,5,5,7
2017,Toyota,TOYOTA,HIGHLANDER AWD,TYX,104,3.5,6,Auto(S8),19,26,22,NA,SA,8,A,G,Standard SUV 4WD,0,5,5,7
2017,Toyota,TOYOTA,HIGHLANDER AWD LE,TYX,114,3.5,6,Auto(S8),20,27,23,NA,SA,8,A,G,Standard SUV 4WD,0,5,5,7
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD,TYX,105,3.5,6,Auto(AV-S6),29,27,28,NA,SCV,6,A,G,Standard SUV 4WD,0,6,6,8
2017,Toyota,TOYOTA,HIGHLANDER HYBRID AWD LE Plus,TYX,106,3.5,6,Auto(AV-S6),30,28,29,NA,SCV,6,A,G,Standard SUV 4WD,0,7,7,8
2017,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,TYX,37,5.7,8,Auto(S8),13,18,15,NA,SA,8,4,G,Standard SUV 4WD,0,2,2,5
2017,Toyota,TOYOTA,SEQUOIA 4WD,TYX,12,5.7,8,Auto(S6),13,17,14,NA,SA,6,P,G,Standard SUV 4WD,0,1,1,5
2017,Toyota,TOYOTA,SEQUOIA 4WD FFV,TYX,8,5.7,8,Auto(S6),13,17,14,NA,SA,6,P,G,Standard SUV 4WD,0,1,1,5
2017,Volkswagen Group of,Volkswagen,Touareg,VGA,46,3.6,6,Auto(S8),17,23,19,NA,SA,8,A,G,Standard SUV 4WD,0,4,4,6
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,53,2,4,Auto(S8),22,25,23,TC,SA,8,A,GPR,Standard SUV 4WD,0,5,5,6
2017,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,VVX,52,2,4,Auto(S8),20,25,22,TS,SA,8,A,GPR,Standard SUV 4WD,0,5,5,6
2016,FCA US LLC,ALFA ROMEO,4C,CRX,124,1.8,4,Auto(AM6),24,34,28,TC,AM,6,R,GP,Two Seaters,car,7,7,5
2016,aston martin,Aston Martin Lagonda Ltd,V12 Vantage S,ASX,8,6,12,Auto(AM7),12,18,14,NA,AM,7,R,GP,Two Seaters,car,2,2,5
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,ASX,4,4.7,8,Auto(AM7),14,21,16,NA,AM,7,R,GP,Two Seaters,car,3,3,5
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage,ASX,1,4.7,8,Manual(M6),13,19,15,NA,M,6,R,GP,Two Seaters,car,2,2,5
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,ASX,5,4.7,8,Auto(AM7),14,21,16,NA,AM,7,R,GP,Two Seaters,car,3,3,5
2016,aston martin,Aston Martin Lagonda Ltd,V8 Vantage S,ASX,2,4.7,8,Manual(M6),13,19,15,NA,M,6,R,GP,Two Seaters,car,2,2,5
2016,aston martin,Aston Martin Lagonda Ltd,Vantage GT,ASX,6,4.7,8,Auto(AM7),14,21,16,NA,AM,7,R,GP,Two Seaters,car,3,3,5
2016,aston martin,Aston Martin Lagonda Ltd,Vantage GT,ASX,3,4.7,8,Manual(M6),13,19,15,NA,M,6,R,GP,Two Seaters,car,2,2,5
2016,Volkswagen Group of,Audi,TT Roadster quattro,VGA,61,2,4,Auto(AM-S6),23,30,26,TC,AMS,6,A,G,Two Seaters,car,6,6,9
2016,BMW,BMW,M4 GTS,BMX,485,3,6,Auto(AM-S7),16,23,19,TC,AMS,7,R,GP,Two Seaters,car,4,4,5
2016,BMW,BMW,Z4 sDrive28i,BMX,428,2,4,Auto(S8),22,33,26,TC,SA,8,R,GP,Two Seaters,car,6,6,5
2016,BMW,BMW,Z4 sDrive28i,BMX,429,2,4,Manual(M6),22,34,26,TC,M,6,R,GP,Two Seaters,car,6,6,5
2016,BMW,BMW,Z4 sDrive35i,BMX,436,3,6,Auto(AM-S7),17,24,20,TC,AMS,7,R,GP,Two Seaters,car,4,4,5
2016,BMW,BMW,Z4 sDrive35is,BMX,438,3,6,Auto(AM-S7),17,24,20,TC,AMS,7,R,GP,Two Seaters,car,4,4,5
2016,General Motors,Chevrolet,CORVETTE,GMX,75,6.2,8,Auto(S8),13,23,16,SC,SA,8,R,GPR,Two Seaters,car,3,3,5
2016,General Motors,Chevrolet,CORVETTE,GMX,113,6.2,8,Auto(S8),16,29,20,NA,SA,8,R,GPR,Two Seaters,car,4,4,5
2016,General Motors,Chevrolet,CORVETTE,GMX,76,6.2,8,Manual(M7),15,22,18,SC,M,7,R,GPR,Two Seaters,car,4,4,5
2016,General Motors,Chevrolet,CORVETTE,GMX,114,6.2,8,Manual(M7),17,29,21,NA,M,7,R,GPR,Two Seaters,car,5,5,5
2016,FCA US LLC,Dodge,Viper SRT,CRX,45,8.4,10,Manual(M6),12,21,15,NA,M,6,R,GP,Two Seaters,car,2,2,5
2016,Ferrari,"Ferrari North America, Inc.",488 GTB,FEX,142,3.9,8,Auto(AM7),15,22,18,TC,AM,7,R,GPR,Two Seaters,car,4,4,5
2016,Ferrari,"Ferrari North America, Inc.",488 GTB,FEX,143,3.9,8,Auto(AM7),16,22,18,TC,AM,7,R,GPR,Two Seaters,car,4,4,5
2016,Ferrari,"Ferrari North America, Inc.",488 Spider,FEX,144,3.9,8,Auto(AM7),15,22,18,TC,AM,7,R,GPR,Two Seaters,car,4,4,5
2016,Ferrari,"Ferrari North America, Inc.",488 Spider,FEX,145,3.9,8,Auto(AM7),16,22,18,TC,AM,7,R,GPR,Two Seaters,car,4,4,5
2016,Ferrari,"Ferrari North America, Inc.",F12,FEX,153,6.3,12,Auto(AM7),11,16,13,NA,AM,7,R,GPR,Two Seaters,car,1,1,5
2016,Ferrari,"Ferrari North America, Inc.",F12,FEX,154,6.3,12,Auto(AM7),12,16,13,NA,AM,7,R,GPR,Two Seaters,car,1,1,5
